Date,Open,High,Low,Close,Volume,Current Ratio,EPS,ROA,MACD,RSI,SMA1,SMA2,SMA3,Sentiment
2020-02-20,3620.0,3650.0,3600.0,3630.0,53035400,0.708979912110093,191.41122950819673,8.435150291474345,-65.67281843039245,30.232558139534888,3667.1428571428573,3720.714285714286,3806.0,0.11507924
2020-02-21,3650.0,3710.0,3640.0,3690.0,86862600,0.7088658468914668,191.47027322404372,8.435116849936264,-61.50685316823183,44.1860465116279,3648.5714285714284,3717.1428571428573,3796.3333333333335,0.078842076
2020-02-24,3670.0,3720.0,3630.0,3640.0,72610600,0.7085236512355878,191.6474043715847,8.435016525322023,-61.53059145949328,36.95652173913044,3635.714285714286,3708.5714285714284,3783.3333333333335,0.1096298585
2020-02-25,3600.0,3670.0,3590.0,3590.0,73990700,0.7084095860169615,191.7064480874317,8.434983083783942,-64.83659050296637,32.0,3628.5714285714284,3695.714285714286,3771.3333333333335,0.0
2020-02-26,3530.0,3550.0,3450.0,3510.0,133449900,0.7082955207983352,191.76549180327868,8.434949642245861,-73.0696485512376,28.070175438596493,3614.285714285714,3677.8571428571427,3759.0,0.13825132
2020-02-27,3510.0,3550.0,3420.0,3470.0,88389400,0.7081814555797089,191.82453551912567,8.43491620070778,-81.87823079929876,22.41379310344827,3592.8571428571427,3655.0,3746.3333333333335,0.004974084
2020-02-28,3390.0,3490.0,3340.0,3490.0,151751800,0.7080673903610826,191.88357923497267,8.4348827591697,-86.25101483069375,22.41379310344827,3574.285714285714,3632.1428571428573,3735.6666666666665,0.0
2020-03-02,3470.0,3550.0,3440.0,3440.0,96802900,0.7077251947052036,192.06071038251366,8.434782434555459,-92.68267166633768,21.311475409836078,3547.1428571428573,3607.1428571428573,3723.3333333333335,0.0
2020-03-03,3510.0,3660.0,3470.0,3620.0,114698200,0.7076111294865772,192.11975409836066,8.434748993017378,-82.30653190319435,36.8421052631579,3537.1428571428573,3592.8571428571427,3714.3333333333335,0.0772260624444444
2020-03-04,3640.0,3840.0,3630.0,3830.0,136081000,0.707497064267951,192.17879781420766,8.434715551479297,-56.48697474513938,55.68181818181818,3564.285714285714,3600.0,3713.3333333333335,0.10591994
2020-03-05,3820.0,3880.0,3760.0,3830.0,101235000,0.7073829990493247,192.23784153005465,8.434682109941216,-35.61425076381238,62.025316455696206,3598.5714285714284,3613.5714285714284,3711.6666666666665,0.20351495
2020-03-06,3730.0,3790.0,3710.0,3750.0,86476000,0.7072689338306983,192.29688524590165,8.434648668403135,-25.236882963470634,58.33333333333333,3632.8571428571427,3623.5714285714284,3706.0,0.0
2020-03-09,3560.0,3620.0,3500.0,3500.0,109347300,0.7069267381748194,192.47401639344264,8.434548343788894,-36.76188673284969,44.44444444444444,3637.1428571428573,3615.0,3694.6666666666665,0.16773333
2020-03-10,3480.0,3620.0,3480.0,3490.0,119718000,0.7068126729561931,192.5330601092896,8.434514902250813,-46.170230008199724,44.03669724770642,3637.1428571428573,3605.714285714286,3683.3333333333335,0.0
2020-03-11,3470.0,3480.0,3370.0,3400.0,115486900,0.7066986077375668,192.5921038251366,8.434481460712732,-60.1947698392205,40.17094017094016,3631.4285714285716,3589.285714285714,3666.6666666666665,0.0
2020-03-12,3300.0,3440.0,3270.0,3310.0,84363800,0.7065845425189404,192.6511475409836,8.434448019174651,-77.67616406763682,34.16666666666667,3587.1428571428573,3562.1428571428573,3648.3333333333335,0.0
2020-03-13,3310.0,3310.0,3310.0,3310.0,0,0.7064704773003141,192.7101912568306,8.43441457763657,-90.48721465608105,35.65217391304347,3512.8571428571427,3538.5714285714284,3632.0,0.044283137
2020-03-16,3300.0,3300.0,3160.0,3160.0,115972300,0.7061282816444352,192.8873224043716,8.434314253022329,-111.4589811894075,32.8,3417.1428571428573,3507.8571428571427,3612.6666666666665,0.070594447
2020-03-17,3160.0,3160.0,2940.0,2940.0,150122700,0.7060142164258089,192.94636612021858,8.434280811484248,-144.16952213501236,29.496402877697832,3301.4285714285716,3467.1428571428573,3585.3333333333335,0.0366233
2020-03-18,3010.0,3080.0,2740.0,2810.0,150147300,0.7059001512071825,193.00540983606558,8.434247369946167,-178.52485168344901,27.702702702702695,3202.8571428571427,3420.0,3553.3333333333335,0.08600785
2020-03-19,2810.0,2810.0,2620.0,2620.0,138987300,0.7057860859885562,193.06445355191258,8.434213928408086,-218.5636443304179,23.63636363636364,3078.5714285714284,3357.8571428571427,3515.3333333333335,0.18351696
2020-03-20,2660.0,2990.0,2450.0,2880.0,267694700,0.7056720207699299,193.12349726775957,8.434180486870005,-226.70157424664285,34.94623655913979,3004.285714285714,3317.8571428571427,3485.0,0.0
2020-03-23,2880.0,2880.0,2680.0,2680.0,86157200,0.705329825114051,193.30062841530054,8.434080162255764,-246.44836749443584,25.0,2914.285714285714,3250.714285714286,3447.3333333333335,0.0
2020-03-24,2700.0,2880.0,2570.0,2620.0,243778900,0.7052157598954246,193.35967213114753,8.434046720717683,-263.8972981872139,15.02890173410404,2815.714285714286,3164.285714285714,3408.3333333333335,0.0
2020-03-26,2550.0,3080.0,2550.0,2980.0,267369500,0.704987629458172,193.47775956284153,8.433979837641521,-245.8427874970862,29.665071770334933,2790.0,3103.5714285714284,3380.3333333333335,0.0
2020-03-27,3050.0,3270.0,3050.0,3090.0,200952500,0.7048735642395456,193.53680327868852,8.433946396103442,-220.1209596059939,34.433962264150935,2811.4285714285716,3056.4285714285716,3359.0,0.0
2020-03-30,3060.0,3180.0,2880.0,3140.0,134474300,0.7045313685836667,193.7139344262295,8.4338460714892,-193.47142539381684,40.625,2858.5714285714284,3030.714285714286,3342.3333333333335,0.10593374
2020-03-31,3180.0,3300.0,3120.0,3160.0,151302900,0.7044173033650404,193.7729781420765,8.433812629951118,-168.79191653363432,41.450777202072544,2935.714285714286,3007.1428571428573,3327.3333333333335,0.0
2020-04-01,3180.0,3200.0,3040.0,3100.0,104550600,0.704303238146414,193.8320218579235,8.433779188413038,-152.31888917555762,42.10526315789474,2967.1428571428573,2985.714285714286,3310.0,0.0
2020-04-02,3100.0,3130.0,3020.0,3130.0,92893600,0.7041891729277878,193.8910655737705,8.433745746874957,-135.28368096993609,45.108695652173914,3031.4285714285716,2972.8571428571427,3293.6666666666665,0.0
2020-04-03,3150.0,3220.0,3120.0,3200.0,83469200,0.7040751077091615,193.9501092896175,8.433712305336877,-114.81126792028999,47.120418848167546,3114.285714285714,2965.0,3279.3333333333335,0.06139797
2020-04-06,3280.0,3330.0,3180.0,3330.0,115495000,0.7037329120532825,194.12724043715846,8.433611980722635,-87.09286717859823,54.49735449735449,3164.285714285714,2977.1428571428573,3267.3333333333335,0.0
2020-04-07,3390.0,3500.0,3200.0,3220.0,166425600,0.7036188468346561,194.18628415300546,8.433578539184554,-73.15858890885602,57.865168539325836,3182.8571428571427,2997.1428571428573,3253.3333333333335,0.0
2020-04-08,3220.0,3220.0,3050.0,3110.0,124553900,0.7035047816160298,194.24532786885246,8.433545097646473,-70.18263198630711,58.52272727272727,3178.5714285714284,3018.5714285714284,3237.3333333333335,0.25229007
2020-04-09,3110.0,3180.0,3030.0,3120.0,122622400,0.7033907163974036,194.30437158469945,8.433511656108394,-66.2535189331843,65.82278481012659,3172.8571428571427,3054.285714285714,3224.3333333333335,0.22936682
2020-04-13,3140.0,3230.0,3130.0,3180.0,45469500,0.7029344555228982,194.54054644808744,8.43337788995607,-57.63380336241107,60.869565217391305,3184.285714285714,3075.714285714286,3214.6666666666665,0.0
2020-04-14,3200.0,3250.0,3160.0,3240.0,79114600,0.702820390304272,194.59959016393444,8.433344448417989,-45.43734468602224,72.58064516129032,3200.0,3115.714285714286,3206.3333333333335,0.07710951
2020-04-15,3250.0,3300.0,3090.0,3110.0,69832000,0.7027063250856457,194.65863387978143,8.43331100687991,-45.73428054143278,68.70229007633588,3187.1428571428573,3150.714285714286,3195.3333333333335,0.044165358
2020-04-16,3110.0,3110.0,3000.0,3000.0,109582500,0.7025922598670193,194.7176775956284,8.433277565341829,-54.22066298608297,50.94339622641509,3140.0,3152.1428571428573,3174.6666666666665,0.025548177
2020-04-17,3050.0,3250.0,3050.0,3230.0,127860400,0.702478194648393,194.7767213114754,8.433244123803748,-41.904060479912914,55.932203389830505,3141.4285714285716,3162.1428571428573,3154.6666666666665,0.0
2020-04-20,3270.0,3270.0,3120.0,3120.0,77306900,0.702135998992514,194.9538524590164,8.433143799189505,-40.55169030579236,49.193548387096776,3142.8571428571427,3160.714285714286,3131.0,0.0
2020-04-21,3120.0,3130.0,3050.0,3070.0,43239400,0.7020219337738878,195.01289617486339,8.433110357651424,-43.018617487825395,46.45669291338583,3135.714285714286,3154.285714285714,3108.3333333333335,0.12867768
2020-04-22,3050.0,3270.0,3030.0,3160.0,126278300,0.7019078685552614,195.07193989071038,8.433076916113345,-37.28166735992727,52.30769230769231,3132.8571428571427,3158.5714285714284,3097.0,0.085444584
2020-04-23,3200.0,3240.0,3070.0,3070.0,117391500,0.7017938033366351,195.13098360655738,8.433043474575264,-39.54153073710222,47.794117647058826,3108.5714285714284,3154.285714285714,3083.0,0.0455777059999999
2020-04-24,3100.0,3160.0,3080.0,3090.0,84061400,0.7016797381180088,195.19002732240438,8.433010033037183,-39.266021636745336,45.801526717557245,3105.714285714286,3146.4285714285716,3072.6666666666665,0.0
2020-04-27,3120.0,3200.0,3100.0,3150.0,85475400,0.7013375424621299,195.36715846994537,8.43290970842294,-33.81636611211525,42.74193548387096,3127.1428571428573,3133.5714285714284,3067.3333333333335,0.10199651
2020-04-28,3170.0,3200.0,3140.0,3160.0,80212700,0.7012234772435035,195.42620218579236,8.432876266884861,-28.363600488976317,47.368421052631575,3117.1428571428573,3129.285714285714,3062.3333333333335,0.12956162
2020-04-29,3200.0,3390.0,3100.0,3350.0,154902100,0.7011094120248772,195.48524590163933,8.43284282534678,-8.61156359917868,59.83606557377049,3150.0,3146.4285714285716,3068.6666666666665,0.0
2020-04-30,3400.0,3540.0,3350.0,3500.0,163170100,0.7009953468062509,195.54428961748633,8.4328093838087,18.92762842102411,63.97058823529412,3211.4285714285716,3173.5714285714284,3087.3333333333335,0.0
2020-05-04,3400.0,3400.0,3260.0,3320.0,108988600,0.7005390859317456,195.78046448087431,8.432675617656376,25.929244637182364,54.72972972972973,3234.285714285714,3183.5714285714284,3104.3333333333335,0.05602187
2020-05-05,3320.0,3390.0,3320.0,3320.0,74036700,0.7004250207131193,195.8395081967213,8.432642176118296,31.119351420358726,52.81690140845071,3270.0,3189.285714285714,3127.6666666666665,0.19377331
2020-05-06,3300.0,3340.0,3220.0,3240.0,86395000,0.700310955494493,195.8985519125683,8.432608734580215,28.449271533441788,54.744525547445264,3291.4285714285716,3198.5714285714284,3139.6666666666665,0.0
2020-05-08,3270.0,3290.0,3150.0,3190.0,143584400,0.7000828250572404,196.0166393442623,8.432541851504054,22.044516390889385,57.25190839694657,3297.1428571428573,3212.1428571428573,3156.6666666666665,-0.025650693
2020-05-11,3220.0,3250.0,3210.0,3220.0,58473100,0.6997406294013614,196.1937704918033,8.432441526889813,19.16848867075896,49.54954954954955,3305.714285714286,3211.4285714285716,3176.6666666666665,0.0
2020-05-12,3270.0,3270.0,3100.0,3150.0,138978700,0.6996265641827351,196.25281420765026,8.432408085351732,11.112700700050027,51.4018691588785,3277.1428571428573,3213.5714285714284,3182.3333333333335,0.123625085
2020-05-13,3150.0,3170.0,3080.0,3160.0,73238700,0.6995124989641087,196.31185792349726,8.43237464381365,5.472266242087244,54.36893203883495,3228.5714285714284,3220.0,3184.6666666666665,0.0
2020-05-14,3110.0,3140.0,3060.0,3070.0,101581300,0.6993984337454824,196.37090163934425,8.43234120227557,-6.188726751953254,45.631067961165044,3192.8571428571427,3213.5714285714284,3182.3333333333335,0.05070342
2020-05-15,3100.0,3130.0,3020.0,3100.0,114753900,0.6992843685268562,196.42994535519125,8.432307760737489,-12.861143180310137,51.54639175257732,3161.4285714285716,3215.714285714286,3180.3333333333335,0.0
2020-05-18,3100.0,3220.0,3100.0,3220.0,108828800,0.6989421728709772,196.60707650273224,8.432207436123248,-8.36960456229599,56.07476635514019,3158.5714285714284,3225.0,3184.3333333333335,0.0
2020-05-19,3250.0,3330.0,3250.0,3270.0,97387100,0.6988281076523508,196.66612021857924,8.432173994585167,-0.7666087269594755,55.660377358490564,3170.0,3233.5714285714284,3189.0,0.0
2020-05-20,3200.0,3260.0,3180.0,3180.0,76086600,0.6987140424337246,196.72516393442623,8.432140553047086,-1.9805965058044421,50.87719298245614,3164.285714285714,3235.0,3188.3333333333335,0.1077452966666666
2020-05-26,3150.0,3280.0,3130.0,3250.0,105792900,0.6980296511219666,197.0794262295082,8.431939903818602,2.6748899524313856,45.09803921568627,3178.5714285714284,3227.8571428571427,3185.6666666666665,0.12277966
2020-05-27,3250.0,3270.0,3150.0,3170.0,128693900,0.6979155859033404,197.13846994535518,8.431906462280521,-0.089898605388953,32.631578947368425,3180.0,3204.285714285714,3184.0,0.0
2020-05-28,3180.0,3210.0,3130.0,3130.0,177385100,0.697801520684714,197.19751366120218,8.43187302074244,-5.445902192223457,38.27160493827161,3188.5714285714284,3190.714285714286,3184.6666666666665,0.15672246
2020-05-29,3100.0,3150.0,3080.0,3150.0,276092100,0.6976874554660877,197.25655737704918,8.43183957920436,-7.984698139831835,39.75903614457832,3195.714285714286,3178.5714285714284,3185.6666666666665,0.1516786
2020-06-02,3160.0,3270.0,3120.0,3250.0,174790600,0.6972311945915824,197.49273224043716,8.431705813052037,-1.9055815957663071,50.588235294117645,3200.0,3179.285714285714,3188.0,0.16692807
2020-06-03,3280.0,3320.0,3230.0,3290.0,216200900,0.6971171293729561,197.55177595628416,8.431672371513956,6.069858221900631,55.95238095238095,3202.8571428571427,3186.4285714285716,3189.6666666666665,0.0
2020-06-04,3320.0,3390.0,3250.0,3300.0,167708600,0.6970030641543298,197.61081967213116,8.431638929975875,13.046970805862657,54.878048780487816,3220.0,3192.1428571428573,3196.0,0.10152216
2020-06-05,3360.0,3360.0,3200.0,3230.0,188420700,0.6968889989357034,197.66986338797815,8.431605488437794,12.780640541949197,54.878048780487816,3217.1428571428573,3197.8571428571427,3203.6666666666665,0.1381954266666666
2020-06-08,3250.0,3290.0,3220.0,3230.0,221641600,0.6965468032798245,197.84699453551912,8.431505163823553,12.426328904501588,54.320987654320994,3225.714285714286,3202.8571428571427,3203.6666666666665,0.0
2020-06-09,3250.0,3270.0,3140.0,3140.0,171214500,0.6964327380611982,197.9060382513661,8.431471722285472,4.827636551464366,54.320987654320994,3227.1428571428573,3207.8571428571427,3204.3333333333335,0.0854140549999999
2020-06-10,3150.0,3190.0,3100.0,3110.0,263483700,0.6963186728425719,197.9650819672131,8.431438280747392,-3.573933087541718,50.617283950617285,3221.4285714285716,3208.5714285714284,3205.6666666666665,0.136789067
2020-06-11,3120.0,3150.0,3060.0,3080.0,175767800,0.6962046076239455,198.0241256830601,8.43140483920931,-12.508793253856766,40.27777777777777,3197.1428571428573,3198.5714285714284,3203.0,0.10747032
2020-06-12,3080.0,3080.0,2970.0,3030.0,260087300,0.6960905424053192,198.0831693989071,8.431371397671231,-23.355093461039814,33.33333333333333,3160.0,3181.4285714285716,3201.6666666666665,0.081545115
2020-06-15,3060.0,3150.0,3030.0,3090.0,241625700,0.6957483467494403,198.2603005464481,8.431271073056989,-26.80042731611411,43.47826086956522,3130.0,3175.0,3201.6666666666665,0.0
2020-06-16,3150.0,3220.0,3130.0,3200.0,194424800,0.695634281530814,198.3193442622951,8.431237631518908,-20.419416207512768,46.57534246575342,3125.714285714286,3171.4285714285716,3203.3333333333335,0.0598462816666666
2020-06-17,3210.0,3230.0,3140.0,3210.0,177784900,0.6955202163121876,198.3783879781421,8.431204189980827,-14.389627832312726,53.03030303030303,3122.8571428571427,3174.285714285714,3205.0,0.1261617028
2020-06-18,3210.0,3350.0,3180.0,3280.0,235586600,0.6954061510935613,198.43743169398908,8.431170748442746,-3.9174047140522816,60.869565217391305,3142.8571428571427,3185.0,3202.6666666666665,0.1118337289999999
2020-06-19,3300.0,3340.0,3250.0,3280.0,227358800,0.695292085874935,198.49647540983605,8.431137306904667,4.3319712870243166,59.70149253731344,3167.1428571428573,3194.285714285714,3195.3333333333335,0.0931295343529411
2020-06-22,3290.0,3300.0,3180.0,3200.0,159776500,0.6949498902190561,198.67360655737704,8.431036982290424,4.364024036733554,46.15384615384615,3184.285714285714,3190.714285714286,3191.3333333333335,0.107606885
2020-06-23,3200.0,3200.0,3120.0,3130.0,167271000,0.6948358250004297,198.73265027322404,8.431003540752343,-1.2446414617761548,38.23529411764706,3198.5714285714284,3179.285714285714,3185.0,0.06577654
2020-06-24,3150.0,3230.0,3140.0,3180.0,170895600,0.6947217597818034,198.79169398907104,8.430970099214262,-1.636107120588349,41.666666666666664,3211.4285714285716,3170.714285714286,3183.0,0.12749167
2020-06-25,3160.0,3220.0,3140.0,3160.0,100882600,0.6946076945631772,198.85073770491803,8.430936657676183,-3.5196074843802307,44.776119402985074,3205.714285714286,3165.714285714286,3182.0,0.0
2020-06-26,3190.0,3220.0,3180.0,3190.0,100784500,0.6944936293445508,198.90978142076503,8.430903216138102,-2.562012527414936,47.142857142857146,3202.8571428571427,3162.8571428571427,3181.0,0.1054957825
2020-06-29,3200.0,3250.0,3160.0,3180.0,156613200,0.6941514336886718,199.08691256830602,8.430802891523859,-2.5802841420158984,53.22580645161291,3188.5714285714284,3165.714285714286,3182.0,0.22142102
2020-06-30,3090.0,3100.0,3050.0,3050.0,258068400,0.6940373684700455,199.14595628415302,8.430769449985778,-12.935564932463876,45.833333333333336,3155.714285714286,3161.4285714285716,3178.3333333333335,0.11991712
2020-07-01,3070.0,3100.0,3010.0,3040.0,148037400,0.6939233032514192,199.20499999999998,8.430736008447699,-21.698983615208363,47.142857142857146,3132.8571428571427,3158.5714285714284,3177.3333333333335,0.13765012
2020-07-02,3040.0,3140.0,3040.0,3140.0,178357900,0.6938092380327929,199.26404371584698,8.430702566909618,-20.340420091828946,57.333333333333336,3134.285714285714,3166.4285714285716,3178.6666666666665,0.15491269
2020-07-03,3150.0,3180.0,3110.0,3120.0,102033100,0.6936951728141666,199.32308743169398,8.430669125371537,-20.639660407223346,52.112676056338024,3125.714285714286,3168.5714285714284,3175.3333333333335,0.1194575129999999
2020-07-06,3130.0,3150.0,3040.0,3050.0,248572600,0.6933529771582876,199.50021857923497,8.430568800757294,-26.222943726610083,38.80597014925374,3110.0,3157.8571428571427,3168.0,0.18352242
2020-07-07,3060.0,3120.0,3050.0,3120.0,169104200,0.6932389119396614,199.55926229508196,8.430535359219213,-24.714428450042305,43.83561643835616,3100.0,3151.4285714285716,3166.0,0.128368006076923
2020-07-08,3130.0,3160.0,3110.0,3150.0,158166300,0.693124846721035,199.61830601092896,8.430501917681134,-20.857734960423386,40.57971014492754,3095.714285714286,3142.1428571428573,3162.6666666666665,0.1201487396666666
2020-07-09,3170.0,3190.0,3110.0,3110.0,125940800,0.6930107815024087,199.67734972677596,8.430468476143053,-20.789297212597376,38.35616438356164,3104.285714285714,3130.0,3160.6666666666665,0.107555225
2020-07-10,3110.0,3130.0,3100.0,3110.0,95422400,0.6928967162837824,199.73639344262295,8.430435034604972,-20.49876282655032,43.07692307692308,3114.285714285714,3123.5714285714284,3160.0,0.118316785
2020-07-13,3120.0,3130.0,3080.0,3090.0,77733900,0.6925545206279033,199.91352459016395,8.43033470999073,-21.63297363148149,46.666666666666664,3107.1428571428573,3120.714285714286,3158.0,0.0
2020-07-14,3100.0,3110.0,3070.0,3080.0,111442600,0.6924404554092771,199.9725683060109,8.43030126845265,-23.072791514188793,41.07142857142856,3101.4285714285716,3113.5714285714284,3152.3333333333335,0.31086072
2020-07-15,3120.0,3130.0,3080.0,3090.0,102304100,0.6923263901906508,200.0316120218579,8.43026782691457,-23.140195365150703,43.63636363636363,3107.1428571428573,3108.5714285714284,3145.6666666666665,0.1265377553333333
2020-07-16,3090.0,3110.0,3080.0,3100.0,91951000,0.6922123249720245,200.0906557377049,8.430234385376489,-22.131577922284123,41.509433962264154,3104.285714285714,3102.1428571428573,3139.0,0.0
2020-07-17,3100.0,3110.0,3060.0,3060.0,112416300,0.6920982597533981,200.1496994535519,8.430200943838408,-24.28002205767598,39.285714285714285,3091.4285714285716,3093.5714285714284,3133.3333333333335,0.0641123833333333
2020-07-20,3080.0,3080.0,3040.0,3060.0,64735500,0.6917560640975192,200.3268306010929,8.430100619224165,-25.686580601841342,51.16279069767442,3084.285714285714,3094.285714285714,3127.6666666666665,0.0
2020-07-21,3050.0,3110.0,3050.0,3060.0,101283800,0.6916419988788929,200.3858743169399,8.430067177686086,-26.495860593972793,52.38095238095237,3077.1428571428573,3095.714285714286,3125.0,0.0
2020-07-22,3070.0,3090.0,3060.0,3070.0,69462100,0.6915279336602665,200.4449180327869,8.430033736148005,-26.0302439428624,39.39393939393939,3074.285714285714,3090.714285714286,3123.6666666666665,0.0
