Date,Open,High,Low,Close,Volume,Current Ratio,EPS,ROA,MACD,RSI,SMA1,SMA2,SMA3,Sentiment
2020-01-02,6695.0,6780.0,6680.0,6690.0,49445000,1.164961961419562,231.6564480874317,3.105110541636978,0.0,100.0,6690.0,6690.0,6690.0,0.0
2020-01-03,6750.0,6800.0,6725.0,6800.0,47755500,1.1636935738655607,231.62467213114755,3.103509924731715,8.774928774928412,100.0,6800.0,6800.0,6800.0,0.0
2020-01-06,6720.0,6750.0,6690.0,6735.0,27300000,1.159888411203557,231.52934426229507,3.0987080740159265,10.364688598307112,62.857142857142854,6735.0,6735.0,6735.0,0.0
2020-01-07,6735.0,6770.0,6730.0,6740.0,45022500,1.1586200236495556,231.49756830601092,3.0971074571106634,11.890971210945281,63.888888888888886,6740.0,6740.0,6740.0,0.0
2020-01-08,6670.0,6745.0,6670.0,6680.0,53692500,1.1573516360955542,231.46579234972677,3.0955068402054002,8.164942246931787,47.916666666666664,6680.0,6680.0,6680.0,0.0
2020-01-09,6740.0,6755.0,6730.0,6740.0,40363500,1.156083248541553,231.43401639344262,3.0939062233001375,9.938965796529374,58.33333333333334,6740.0,6740.0,6740.0,0.0
2020-01-10,6765.0,6825.0,6710.0,6725.0,73362000,1.1548148609875517,231.40224043715847,3.0923056063948744,10.019024522891414,55.55555555555556,6730.0,6725.0,6725.0,0.21812534
2020-01-13,6740.0,6760.0,6735.0,6745.0,67855000,1.151009698325548,231.30691256830602,3.0875037556790854,11.563013274054356,58.208955223880594,6737.857142857143,6745.0,6745.0,0.0
2020-01-14,6745.0,6885.0,6740.0,6870.0,93582000,1.1497413107715466,231.27513661202187,3.0859031387738227,22.61242881101589,69.56521739130434,6747.857142857143,6870.0,6870.0,0.0
2020-01-15,6870.0,7060.0,6800.0,6835.0,75623500,1.1484729232175452,231.24336065573772,3.0843025218685596,28.21966401734153,64.64646464646464,6762.142857142857,6835.0,6835.0,0.0
2020-01-16,6805.0,6890.0,6795.0,6850.0,88931500,1.147204535663544,231.21158469945354,3.082701904963297,33.48778659759955,65.68627450980392,6777.857142857143,6850.0,6850.0,0.0
